"","Family","species","valid_Apr2016","Phylogeny","other.phylogeny","Realm","time","element","activity.Season.Length","breeding.age..female..months.","field.body.temperature","preferred.body.temperature","Latitude_centroid","Longitude_centroid","npp","mean.annual.temperature","annual.precipitation","biome","insular.endemic","foraging","sub.order","infraorder","log_mass"
"243","Agamidae","Phrynocephalus_interscapularis","yes","Pyron and Burbrink 2014","Jin and Brown 2013","Palearctic","Diurnal","air",NA,12,36.7,"#DIV/0!",41.14268304,61.3025973,10.42,13.14,200.09,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",0.505863849
"244","Agamidae","Phrynocephalus_helioscopus","yes","Pyron and Burbrink 2014","Guo and Wang 2007, Solovyeva et al. 2011","Palearctic","Diurnal","air",NA,12,37.05,"#DIV/0!",47.3367946,69.0934196,10.79,5.47,295.48,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.043029414
"245","Varanidae","Varanus_griseus","yes","Pyron and Burbrink 2014","Collar et al. 2011, Portik and Papenfuss 2012, Welton et al. 2013","Palearctic","Diurnal","air",8.5,42,37.3,"#DIV/0!",27.05011284,31.38369161,10.45,20.64,162.41,"Deserts & Xeric Shrublands","no","Active","Sauria","Platynota",3.743671856
"246","Agamidae","Phrynocephalus_raddei","yes","Pyron and Burbrink 2014","Melville et al. 2009, Solovyeva et al. 2014","Palearctic","Diurnal","air",7,NA,42.5,"#DIV/0!",38.24480047,60.83156469,10.55,15.33,214.94,"Deserts & Xeric Shrublands","no",NA,"Sauria","Acrodontia",0.78944392
"247","Gekkonidae","Stenodactylus_leptocosymbotes","yes","Pyron and Burbrink 2014","Metallinou et al. 2013","Palearctic","Nocturnal","air",NA,NA,26.75,"#DIV/0!",20.49381506,56.09252685,10.33,25.9,70.17,"Deserts & Xeric Shrublands","no","mixed","Sauria","Gekkota",1.012431454
"249","Eublepharidae","Coleonyx_variegatus","yes","Pyron and Burbrink 2014","Ota et al. 1999","Nearctic","Nocturnal","air",5,11,26.1,"30.7",32.36577339,-113.868113,10.87,18.3,229.39,"Deserts & Xeric Shrublands","no","mixed","Sauria","Gekkota",0.93952731
"250","Helodermatidae","Heloderma_suspectum","yes","Pyron and Burbrink 2014","Townsend et al. 2004","Nearctic","Cathemeral","air",10,34,28.6,"29.4",32.27699768,-111.7125764,10.97,18.45,326.31,"Deserts & Xeric Shrublands","no","Active","Sauria","Diploglossa",2.989138454
"251","Xantusiidae","Xantusia_vigilis","yes","Pyron and Burbrink 2014","Noonan et al. 2013","Nearctic","Cathemeral","air",NA,34.5,29.05,"31",34.38591791,-115.7476278,10.89,16.42,220.53,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Scincoidea",0.827858826
"252","Crotaphytidae","Crotaphytus_collaris","yes","Pyron and Burbrink 2014","Schlute et al. 2003, McGuire et al. 2007","Nearctic","Diurnal","air",NA,9.75,36.75,"33.18333333",33.27835668,-102.5865533,11.2,14.86,536.39,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.793998663
"253","Eublepharidae","Coleonyx_brevis","yes","Pyron and Burbrink 2014","Ota et al. 1999, Gamble et al. 2012 (Genus)","Nearctic","Nocturnal","air",5,12,28.1,"31.8",28.64510351,-102.3569497,11.04,18.86,407.97,"Deserts & Xeric Shrublands","no","Active","Sauria","Gekkota",0.734408616
"254","Phrynosomatidae","Sceloporus_graciosus","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",5,18.5,34.2,"32.55",40.74599672,-114.2505018,11.12,8.21,409.21,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.363517048
"255","Phrynosomatidae","Sceloporus_olivaceus","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",7.75,11,33.75,"32.7",28.80090289,-99.15703299,11.35,19.84,675.3,"Deserts & Xeric Shrublands","no","mixed","Sauria","Pleurodonta",1.749089851
"256","Phrynosomatidae","Sceloporus_poinsettii","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",8,16.5,32.1,"32.9",28.57518443,-103.9445463,11.1,17.2,445.22,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.865000958
"257","Phrynosomatidae","Phrynosoma_modestum","yes","Leache & McGuire 2006, De Oca et al. 2014, Leache and Linkem 2015","Wiens et al. 2010, De Oca et al. 2014, Leache and Linkem 2015","Nearctic","Cathemeral","air",7.5,10,28.95,"33.6",29.91711919,-103.9920263,11.03,16.79,373.72,"Deserts & Xeric Shrublands","no","mixed","Sauria","Pleurodonta",1.1008186
"258","Teiidae","Aspidoscelis_laredoensis","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Nearctic","Diurnal","air",7,10.5,39.5,"34.65",27.31486844,-99.35349645,11.2,22.27,539.23,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.330694204
"259","Phrynosomatidae","Sceloporus_magister","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",7,22,34.8,"34.53",33.14357298,-110.8034802,10.94,15.63,287.61,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.906675898
"260","Phrynosomatidae","Sceloporus_occidentalis","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",9.5,20,33.15,"34.625",40.36596125,-118.4192593,11.2,9.6,522.79,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.463587933
"261","Phrynosomatidae","Sceloporus_orcutti","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",9.5,36,31.35,"34.8",29.77709023,-114.5506702,10.95,18.74,213.47,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.681533552
"262","Phrynosomatidae","Phrynosoma_douglasii","yes","Pyron and Burbrink 2014","Wiens et al. 2010, De Oca et al. 2014, Leache and Linkem 2015","Nearctic","Diurnal","air",6.5,24,33.8,"35",44.0513379,-118.4232691,11.21,7.53,378.33,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.758428105
"263","Crotaphytidae","Gambelia_wislizenii","yes","Pyron and Burbrink 2014","Schlute et al. 2003","Nearctic","Diurnal","air",5.25,16.5,38.3,"36.1",35.52306923,-112.0472825,10.94,13.3,284.24,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.867869631
"264","Phrynosomatidae","Urosaurus_ornatus","yes","Pyron and Burbrink 2014","Feldman et al. 2011","Nearctic","Diurnal","air",9.5,10.25,35.6,"36.55",32.54735314,-107.8261144,11.05,15.37,394.97,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.067599016
"265","Phrynosomatidae","Phrynosoma_platyrhinos","yes","Leache & McGuire 2006, De Oca et al. 2014, Leache and Linkem 2015","Wiens et al. 2010, Leache and Linkem 2015","Nearctic","Diurnal","air",6,21.5,35.485,"36",38.15629964,-115.5031497,10.92,11.57,261.84,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.439366091
"266","Phrynosomatidae","Uma_inornata","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",6,18,38,"37",33.84560279,-116.1107227,10.76,19.26,176.74,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.749089851
"267","Teiidae","Aspidoscelis_velox","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Nearctic","Diurnal","air",5.5,NA,38.35,"37.2",35.97070977,-109.3382453,11.04,10.17,346.7,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.284904876
"268","Phrynosomatidae","Cophosaurus_texanus","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",5.5,11,37.05,"37.9",30.10892633,-103.2932669,11.14,17.3,465.51,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.363517048
"269","Iguanidae","Dipsosaurus_dorsalis","yes","Pyron and Burbrink 2014","no","Nearctic","Diurnal","air",NA,52,39.6,"38.8",31.79989098,-113.5557272,10.82,19.5,204.65,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",2.203311582
"270","Phrynosomatidae","Sceloporus_grammicus","yes","Pyron and Burbrink 2014","Leache 2010","Nearctic","Diurnal","air",12,8.5,33.45,"#DIV/0!",23.6955916,-101.7743837,11.41,18.35,674.1,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.254014396
"271","Phrynosomatidae","Urosaurus_graciosus","yes","Pyron and Burbrink 2014","Feldman et al. 2011","Nearctic","Diurnal","air",9.5,8,36.64,"#DIV/0!",33.64048584,-114.3126319,10.76,19.61,180.4,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.050626359
"272","Teiidae","Aspidoscelis_gularis","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Nearctic","Diurnal","air",NA,10.5,37.25,"#DIV/0!",28.80802986,-100.9005701,11.24,18.67,578.69,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.661770283
"274","Phrynosomatidae","Holbrookia_propinqua","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",10,10,37.9,"#DIV/0!",27.95926635,-98.20801075,11.33,21.77,710.96,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",0.943232553
"275","Teiidae","Aspidoscelis_uniparens","yes","Warne and Charnov 2008","Reeder et al. 2002","Nearctic","Diurnal","air",7,10,38.85,"#DIV/0!",32.27370783,-108.8886564,10.99,15.22,353.01,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.269290183
"277","Phrynosomatidae","Sceloporus_merriami","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",7.5,11.5,34.6,"#DIV/0!",29.014277,-102.9545976,10.91,18.67,347.93,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.015919115
"278","Phrynosomatidae","Sceloporus_consobrinus","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",9.5,12.5,34.9,"#DIV/0!",30.47249899,-102.3944627,11.13,17.4,476.07,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.222000684
"279","Phrynosomatidae","Uma_scoparia","yes","Pyron and Burbrink 2014","Schulte and Moreno-Roark 2010","Nearctic","Diurnal","air",7,18,36.73,"#DIV/0!",34.686552,-115.8919434,10.63,19.34,134.32,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.671554037
"280","Phrynosomatidae","Uma_notata","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",8,18,39.15,"#DIV/0!",32.83226833,-115.0466637,10.8,21.78,118.5,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.730185267
"281","Teiidae","Aspidoscelis_marmorata","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Nearctic","Diurnal","air",8,15,39.25,"#DIV/0!",29.91268825,-103.9337259,10.95,17.5,335.36,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.564383549
"282","Phrynosomatidae","Phrynosoma_mcallii","yes","Leache & McGuire 2006, De Oca et al. 2014, Leache and Linkem 2015","Leache & McGuire 2006, De Oca et al. 2014, Leache and Linkem 2015","Nearctic","Diurnal","air",7,12,35.5,"#DIV/0!",32.50000645,-114.5936753,10.7,21.56,118.7,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.601534915
"285","Phrynosomatidae","Phrynosoma_hernandesi","yes","Pyron and Burbrink 2014","Wiens et al. 2010, De Oca et al. 2014, Leache and Linkem 2015","Nearctic","Diurnal","air",6.5,24,33,"#DIV/0!",36.99753917,-111.3575138,11.03,9.81,352.2,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.758428105
"286","Phrynosomatidae","Petrosaurus_mearnsi","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",7,24,36,"#DIV/0!",31.41643778,-115.5453809,10.91,17.05,245.84,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",1.566743801
"287","Scincidae","Plestiodon_skiltonianus","yes","Pyron and Burbrink 2014","Brandley et al. 2012","Nearctic","Diurnal","earth",NA,30,27.6,"#DIV/0!",42.01310536,-117.5908676,11.24,8.24,516.12,"Deserts & Xeric Shrublands","no","Active","Sauria","Scincoidea",1.121495499
"288","Phrynosomatidae","Phrynosoma_solare","yes","Leache & McGuire 2006, De Oca et al. 2014, Leache and Linkem 2015","Leache & McGuire 2006, De Oca et al. 2014, Leache and Linkem 2015","Nearctic","Diurnal","air",10,24,34.7,"#DIV/0!",29.13361017,-109.7854403,11.19,20.01,532.84,"Deserts & Xeric Shrublands","no","mixed","Sauria","Pleurodonta",1.681533552
"290","Scincidae","Plestiodon_tetragrammus","yes","Pyron and Burbrink 2014","Brandley et al. 2012, Siler et al. 2011 for placement of the genus with Eumeces as sister to Brachymeles, Moseley et al. 2015","Nearctic","Diurnal","air",9,NA,28,"#DIV/0!",28.72017531,-99.96713333,11.26,19.99,609.41,"Deserts & Xeric Shrublands","no","Active","Sauria","Scincoidea",0.948147089
"291","Anguidae","Elgaria_panamintina","yes","Pyron and Burbrink 2014","Conroy et al. 2005","Nearctic","Cathemeral","air",7,NA,23,"#DIV/0!",36.12176048,-116.9594331,10.63,16.77,121.29,"Deserts & Xeric Shrublands","no",NA,"Sauria","Diploglossa",1.827815686
"293","Xantusiidae","Xantusia_arizonae","yes","Pyron and Burbrink 2014","Leavitt et al. 2007","Nearctic","Cathemeral","air",NA,NA,25.3,"#DIV/0!",34.33389349,-112.9301082,10.98,14.98,393,"Deserts & Xeric Shrublands","no",NA,"Sauria","Scincoidea",0.623805011
"294","Phrynosomatidae","Sceloporus_cowlesi","yes","Leache and Reeder 2002","Leache and Reeder 2002","Nearctic","Diurnal","air",NA,NA,34.6,"#DIV/0!",32.56797554,-106.7628054,10.97,14.19,339.84,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",1.239571895
"295","Phrynosomatidae","Uma_rufopunctata","yes","no","no","Nearctic","Diurnal","air",NA,NA,38.95,"#DIV/0!",31.68463015,-113.4440386,10.71,21.64,135.82,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",1.710968196
"296","Dactyloidae","Anolis_acutus","yes","Pyron and Burbrink 2014","Alfoldi et al. 2011","Neotropic","Diurnal","air",NA,9,30.2,"#DIV/0!",17.7482824,-64.73796175,10.87,26.17,1081.33,"Deserts & Xeric Shrublands","yes","Sit&wait","Sauria","Pleurodonta",0.79831207
"297","Dactyloidae","Anolis_onca","yes","Pyron and Burbrink 2014","Nicholson et al. 2005","Neotropic","Diurnal","air",NA,NA,33.05,"#DIV/0!",11.50039716,-72.35430351,11.34,26.76,804.71,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",1.102350479
"298","Teiidae","Cnemidophorus_arenivagus","yes","Pyron and Burbrink 2014","Harvey et al. 2012, Giugliano et al. 2013","Neotropic","Diurnal",NA,NA,NA,36.71666667,"#DIV/0!",11.78420175,-71.83518702,11.22,27.52,599.61,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.253492859
"300","Agamidae","Acanthocercus_yemensis","yes","Leache et al. 2014","no","Afrotropic","Diurnal","air",NA,NA,29,"32.2",15.75986916,44.02102835,10.75,19.73,226.38,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.93863831
"301","Agamidae","Phrynocephalus_arabicus","yes","Solovyeva et al. 2014","Melnikov et al. 2014","Palearctic","Diurnal","air",NA,NA,39.31,"39.3",23.75654022,47.31927354,10.34,24.33,100.67,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",0.835159632
"302","Lacertidae","Mesalina_adramitana","yes","Pyron and Burbrink 2014","Kapli et al. 2008, Kapli et al. 2014","Palearctic","Diurnal","air",12,NA,37.69,"#DIV/0!",21.77634045,48.75488455,10.36,24.61,81.12,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",0.363798361
"304","Iguanidae","Cyclura_carinata","yes","Pyron and Burbrink 2014","Malone et al. 2000","Neotropic","Diurnal","air",NA,78,37.65,"#DIV/0!",21.59543167,-71.69080327,10.87,26.02,682.38,"Mangroves","yes","","Sauria","Pleurodonta",3.748898563
"305","Teiidae","Aspidoscelis_rodecki","yes","de la Vega-Perez et al. 2013","de la Vega-Perez et al. 2013","Neotropic","Diurnal","air",NA,10.5,37.95,"37.5",21.34377838,-86.83278468,10.83,25.45,1033.67,"Mangroves","no","Active","Sauria","Lacertoidea",1.102330272
"307","Dactyloidae","Anolis_bimaculatus","yes","Pyron and Burbrink 2014","Nicholson et al. 2005","Neotropic","Diurnal","air",12,NA,32.7,"#DIV/0!",17.29219283,-62.72378859,10.85,25.9,1332.83,"Mangroves","yes",NA,"Sauria","Pleurodonta",1.595109258
"309","Sphaerodactylidae","Gonatodes_antillensis","yes","Pyron and Burbrink 2014","Schargel et al. 2010","Neotropic","Nocturnal","air",12,12,27,"#DIV/0!",11.97722234,-67.50948303,10.87,27.57,446.92,"Mangroves","no",NA,"Sauria","Gekkota",0.133957282
"310","Lacertidae","Podarcis_melisellensis","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Poulakakis et al. 2005","Palearctic","Diurnal","air",7.5,NA,32.45,"33.9",43.79236013,16.8538056,11.36,11.35,1160.08,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",0.973102805
"311","Lacertidae","Algyroides_nigropunctatus","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Harris et al. 1999, Mendes et al. 2016","Palearctic","Diurnal","air",12,NA,32.3,"#DIV/0!",42.40794206,18.04157432,11.31,12.62,1106.56,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",0.901884316
"312","Trogonophiidae","Trogonophis_wiegmanni","yes","Pyron and Burbrink 2014","Longrich et al. 2015","Palearctic","Cathemeral","earth",NA,30,22,"22.5",33.98362194,-1.132139225,10.98,15.89,403.77,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Amphisbaenia","Amphisbaenia (Lacertoidea)",1.146961684
"313","Scincidae","Hemiergis_peronii","yes","Pyron and Burbrink 2014","Skinner et al. 2013, Rabosky et al. 2014","Australia","Nocturnal","earth",NA,24,24.95,"21.9",-32.57727817,127.9234541,11.12,16.86,372.39,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",0.482036543
"315","Gekkonidae","Christinus_marmoratus","yes","Pyron and Burbrink 2014","no","Australia","Nocturnal","air",NA,24,23.95,"27.35",-33.73398436,134.3252473,11.31,15.92,472.46,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Gekkota",0.852315688
"316","Scincidae","Bassiana_trilineata","yes","Pyron and Burbrink 2014","Skinner et al. 2011","Australia","Diurnal","air",NA,NA,27.15,"31.9",-32.94919242,122.3228107,11.3,16.63,471.73,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",0.872326631
"320","Scincidae","Tiliqua_rugosa","yes","Pyron and Burbrink 2014","no","Australia","Diurnal","air",NA,28,33.6,"33.8",-30.63378884,138.9293015,11.16,18,432.36,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Scincoidea",3.089795715
"321","Diplodactylidae","Strophurus_spinigerus","yes","Pyron and Burbrink 2014","Garcia-Porta and Ord 2013","Australia","Nocturnal","air",NA,20,19.55,"35.25",-31.71955513,117.6769832,11.31,17.72,472.65,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Gekkota",1.003751276
"324","Varanidae","Varanus_rosenbergi","yes","Pyron and Burbrink 2014","Thompson et al. 2008, Collar et al. 2011, Vidal et al. 2012, Welton et al. 2013","Australia","Diurnal","air",10,NA,26.85,"35.2",-33.26279439,127.6912719,11.28,16.09,499.96,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Platynota",3.479856773
"325","Agamidae","Pogona_minima","yes","Pyron and Burbrink 2014","Schulte and Moreno-Roark 2010","Australia","Diurnal","air",NA,NA,34.25,"36.3",-29.20057623,117.7255938,11.09,19.79,323.01,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Acrodontia",2.157792546
"326","Agamidae","Ctenophorus_ornatus","yes","Pyron and Burbrink 2014","Melville et al. 2001","Australia","Diurnal","air",NA,22.5,38.05,"36.6",-30.89998684,118.6117511,11.17,18.24,335.74,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Acrodontia",1.454831794
"327","Agamidae","Ctenophorus_maculatus","yes","Pyron and Burbrink 2014","Doughty et al. 2007, Chen et al. 2012","Australia","Diurnal","air",NA,12,37.5,"37",-30.12286987,119.2062715,11.12,19.14,311.9,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Acrodontia",0.983962262
"328","Scincidae","Liopholis_multiscutata","yes","Pyron and Burbrink 2014","Chapple et al. 2008","Australia","Diurnal","earth",NA,42,33.5,"#DIV/0!",-32.72290409,126.1503978,11.23,16.84,382.36,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",1.275753811
"329","Diplodactylidae","Hesperoedura_reticulata","yes","Pyron and Burbrink 2014","Oliver et al. 2012","Australia","Nocturnal","air",NA,52.5,22.5,"#DIV/0!",-32.54920808,118.7426646,11.36,16.58,420,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Gekkota",0.855296772
"330","Pygopodidae","Delma_fraseri","yes","Pyron and Burbrink 2014","Jennings et al. 2003, Garcia-Porta and Ord 2013","Australia","Cathemeral","air",NA,NA,31.7,"#DIV/0!",-31.15621893,124.4638905,11.07,18.08,342.52,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Gekkota",0.903341537
"332","Scincidae","Cyclodomorphus_branchialis","yes","Pyron and Burbrink 2014","no","Australia","Cathemeral","air",NA,NA,34.7,"#DIV/0!",-28.65980275,115.3655435,11.23,19.93,383.32,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",1.588676243
"333","Agamidae","Ctenophorus_adelaidensis","yes","Pyron and Burbrink 2014","Doughty et al. 2007, Chen et al. 2012","Australia","Diurnal","air",NA,NA,35.05,"#DIV/0!",-32.02763858,124.3480653,11.14,17.43,363.31,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Acrodontia",0.667876575
"335","Phyllodactylidae","Garthia_gaudichaudii","yes","Pyron and Burbrink 2014","Gamble et al. 2012","Neotropic","Nocturnal","air",NA,NA,24.45,"28.85",-27.42439962,-70.0064494,10.8,13.85,137.57,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Gekkota",0.442328192
"336","Liolaemidae","Liolaemus_nigromaculatus","yes","Pyron and Burbrink 2014","Labra et al. 2009, Troncoso-Palacios et al. 2015","Neotropic","Diurnal","air",NA,NA,33.8,"31.7",-27.26771822,-70.60978801,10.69,15.07,88,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Pleurodonta",1.418391692
"337","Liolaemidae","Liolaemus_platei","yes","Pyron and Burbrink 2014","Labra et al. 2009","Neotropic","Diurnal","air",NA,NA,35.66,"34.5",-30.37938227,-70.70980221,10.98,10.9,271.51,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Pleurodonta",1.055347106
"338","Liolaemidae","Liolaemus_pseudolemniscatus","yes","Pyron and Burbrink 2014","Labra et al. 2009","Neotropic","Diurnal",NA,NA,NA,34.29,"34.6",-31.13496373,-71.21690712,11.14,13.88,173.55,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Pleurodonta",0.68971193
"339","Liolaemidae","Liolaemus_fuscus","yes","Pyron and Burbrink 2014","Pincheira-Donoso et al. 2008b","Neotropic","Diurnal","air",NA,NA,34.85,"35.3",-34.35431406,-71.26308813,11.32,10.37,692.54,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Pleurodonta",0.674460236
"340","Liolaemidae","Liolaemus_nitidus","yes","Pyron and Burbrink 2014","Pincheira-Donoso et al. 2008b","Neotropic","Diurnal","air",NA,NA,35.195,"35.7",-33.10409231,-71.04589899,11.21,10.28,487.59,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Pleurodonta",1.594372265
"341","Liolaemidae","Liolaemus_monticola","yes","Pyron and Burbrink 2014","Pincheira-Donoso et al. 2008b","Neotropic","Diurnal","air",NA,NA,31.6,"36.8",-33.93951371,-71.15313982,11.28,10.37,617.55,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Pleurodonta",1.359260851
"342","Teiidae","Callopistes_maculatus","yes","Pyron and Burbrink 2014","Giugliano et al. 2007","Neotropic","Diurnal","air",NA,NA,37.95,"39.2",-29.75206048,-70.47329578,10.93,11.82,283.65,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",2.213323381
"343","Tropiduridae","Microlophus_atacamensis","yes","Pyron and Burbrink 2014","Benavides et al. 2007","Neotropic","Diurnal","air",NA,NA,28.775,"#DIV/0!",-24.715476,-70.32635034,10.4,15.28,15.23,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Pleurodonta",1.808013562
"345","Lacertidae","Acanthodactylus_schreiberi","yes","Pyron and Burbrink 2014","Harris and Arnold 2000","Palearctic","Diurnal","air",NA,NA,36,"34.15",35.04309357,33.21985327,11.11,18.16,502.02,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",1.265993181
"346","Lacertidae","Phoenicolacerta_troodica","yes","no","Tamar et al. 2015","Palearctic","Diurnal","air",NA,NA,33.51875,"#DIV/0!",35.04922884,33.23487285,11.11,18.19,500.07,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",0.901884316
"347","Scincidae","Trachylepis_vittata","yes","Pyron and Burbrink 2014","Sindaco et al. 2012","Palearctic","Diurnal","air",8.5,10,33.225,"#DIV/0!",34.8943471,27.36107737,10.8,16.19,352.56,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Scincoidea",1.261069521
"348","Lacertidae","Podarcis_tiliguerta","yes","Pyron and Burbrink 2014","Arnold et al. 2007","Palearctic","Diurnal","air",9,NA,29.8,"35.485",40.65478515,9.050104049,11.24,14.72,637.25,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",1.180521314
"349","Anguidae","Anguis_veronensis","yes","Gvozdik et al. 2013","Gvozdik et al. 2013","Palearctic","Cathemeral","air",NA,NA,26.16,"#DIV/0!",43.82460043,11.63544922,11.43,10.55,916.64,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Diploglossa",1.622393324
"350","Lacertidae","Lacerta_trilineata","yes","Pyron and Burbrink 2014","Ahmadzadeh et al. 2013, Mendes et al. 2016","Palearctic","Diurnal","air",NA,NA,31.81,"33.57",40.50976831,25.90350332,11.31,12.61,708.58,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",2.068860832
"351","Agamidae","Stellagama_stellio","yes","Pyron and Burbrink 2014","Schulte and Moreno-Roark 2010, Melville et al. 2009","Palearctic","Diurnal","air",11.5,30,34,"33.25",36.1525973,35.1059008,10.95,15.02,447.31,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Acrodontia",2.52449091
