"","Family","species","valid_Apr2016","Phylogeny","other.phylogeny","Realm","time","element","activity.Season.Length","breeding.age..female..months.","field.body.temperature","preferred.body.temperature","Latitude_centroid","Longitude_centroid","npp","mean.annual.temperature","annual.precipitation","biome","insular.endemic","foraging","sub.order","infraorder","log_mass"
"121","Agamidae","Phrynocephalus_przewalskii","yes","Pyron and Burbrink 2014","Guo et al. 2012, Solovyeva et al. 2014","Palearctic","Diurnal","air",NA,12,33.5,"33.9",40.59166324,106.909063,10.8,2.89,326.78,"Deserts & Xeric Shrublands","no",NA,"Sauria","Acrodontia",1.381922992
"123","Sphaerodactylidae","Teratoscincus_scincus","yes","Pyron and Burbrink 2014","Gamble et al. 2012","Palearctic","Nocturnal","air",8.5,12,19,"#DIV/0!",41.24376805,63.98614768,10.5,11.9,213.22,"Deserts & Xeric Shrublands","no","mixed","Sauria","Gekkota",1.617168301
"124","Gekkonidae","Alsophylax_pipiens","yes","Pyron and Burbrink 2014","Gamble et al. 2012 (genus)","Palearctic","Nocturnal","air",7.5,12,25.2,"#DIV/0!",46.25035716,73.02763259,10.51,5.61,200.15,"Deserts & Xeric Shrublands","no",NA,"Sauria","Gekkota",0.228316686
"125","Sphaerodactylidae","Teratoscincus_przewalskii","yes","Pyron and Burbrink 2014","Gamble et al. 2012","Palearctic","Nocturnal","air",NA,NA,20.15,"#DIV/0!",41.62887874,90.296249,9.99,7.39,82.89,"Deserts & Xeric Shrublands","no","Active","Sauria","Gekkota",1.342712051
"127","Dactyloidae","Anolis_agassizi","yes","Pyron and Burbrink 2014","Castaneda and de Queiroz 2013, Prates et al. 2014","Neotropic","Diurnal","air",NA,NA,30.6,"#DIV/0!",3.976577585,-81.59670427,0,25.3,1841,"Deserts & Xeric Shrublands","yes","","Sauria","Pleurodonta",1.477414073
"128","Iguanidae","Amblyrhynchus_cristatus","yes","Pyron and Burbrink 2014","Wiens & Hollingsworth 2000, MacLeod et al. 2015","Neotropic","Diurnal","water",NA,41,31.7,"32.9",-0.546188203,-90.89897235,10.91,23.16,591.1,"Deserts & Xeric Shrublands","yes",NA,"Sauria","Pleurodonta",3.869614816
"129","Tropiduridae","Microlophus_albemarlensis","yes","Pyron and Burbrink 2014","Benavides et al. 2007","Neotropic","Diurnal","air",NA,NA,33.1,"34.6",-0.52235429,-91.0323164,10.91,23.07,593.15,"Deserts & Xeric Shrublands","yes","Sit&wait","Sauria","Pleurodonta",1.817498325
"130","Iguanidae","Conolophus_subcristatus","yes","Pyron and Burbrink 2014","Wiens & Hollingsworth 2000, MacLeod et al. 2015","Neotropic","Diurnal","air",NA,132,35.16666667,"#DIV/0!",-0.550156735,-91.0840806,10.92,22.97,598.22,"Deserts & Xeric Shrublands","yes",NA,"Sauria","Pleurodonta",3.798547884
"131","Iguanidae","Conolophus_pallidus","yes","Pyron and Burbrink 2014","Wiens & Hollingsworth 2000, MacLeod et al. 2015","Neotropic","Diurnal","air",12,138,34.9,"#DIV/0!",-0.815747693,-90.05712779,10.9,23.1,484,"Deserts & Xeric Shrublands","yes",NA,"Sauria","Pleurodonta",3.723338853
"132","Phyllodactylidae","Ptyodactylus_hasselquistii","yes","Pyron and Burbrink 2014","Nazarov et al. 2013","Palearctic","Cathemeral","air",NA,19.5,30,"28.69",19.9142746,38.44507614,10.44,24.77,148.76,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Gekkota",1.470402486
"133","Phyllodactylidae","Ptyodactylus_guttatus","yes","Pyron and Burbrink 2014","Metallinou et al. 2015 (Ptyodactylus siphonorhina)","Palearctic","Cathemeral","air",10,NA,29,"30.92",30.11226171,34.34633222,10.55,19.56,119.36,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Gekkota",1.328861529
"134","Lacertidae","Acanthodactylus_boskianus","yes","Pyron and Burbrink 2014","Harris and Arnold 2000, Harris 2008","Palearctic","Diurnal","air",11.5,9,35.75,"34.25",22.87389007,19.36018857,10.49,23.52,191.98,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.293262359
"135","Lacertidae","Acanthodactylus_scutellatus","yes","Pyron and Burbrink 2014","Mayer & Pavlicev 2007, Harris and Arnold 2000","Palearctic","Diurnal","air",12,7.5,35.55,"34.9",24.00664608,16.69352072,10.35,23.87,82.43,"Deserts & Xeric Shrublands","no","mixed","Sauria","Lacertoidea",1.15071525
"137","Agamidae","Uromastyx_aegyptia","yes","Pyron and Burbrink 2014","Townsend et al. 2004, Schulte and Moreno-Roark 2010","Palearctic","Diurnal","air",12,60,40.15,"38",24.87471552,45.50571286,10.38,23.22,94.03,"Deserts & Xeric Shrublands","no",NA,"Sauria","Acrodontia",3.452752355
"138","Lacertidae","Mesalina_olivieri","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Mayer & Pavlicev 2007, Joger and Mayer 2002, Kapli et al. 2008","Palearctic","Diurnal","air",10.5,8,29.8,"#DIV/0!",29.32266295,9.456177597,10.53,20.27,162.78,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",0.520925867
"139","Agamidae","Pseudotrapelus_sinaitus","yes","Pyron and Burbrink 2014","Schulte and Moreno-Roark 2010","Palearctic","Diurnal","air",10,12,35.2,"#DIV/0!",21.34066619,38.02514497,10.41,24.22,98.12,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.652524287
"140","Lacertidae","Mesalina_guttulata","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Mayer & Pavlicev 2007, Joger and Mayer 2002, Kapli et al. 2008","Palearctic","Diurnal","air",10,12,31.3,"#DIV/0!",23.90501765,13.3632073,10.4,23.46,110.43,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Lacertoidea",0.901884316
"141","Scincidae","Chalcides_ocellatus","yes","Pyron and Burbrink 2014","Carranza et al. 2008, Austin and Arnold 2006","Palearctic","Cathemeral","earth",11,22,32.25,"#DIV/0!",26.21171949,25.14799243,10.57,21.16,221.41,"Deserts & Xeric Shrublands","no","mixed","Sauria","Scincoidea",1.901598675
"142","Lacertidae","Acanthodactylus_pardalis","yes","Pyron and Burbrink 2014","Mayer & Pavlicev 2007, Harris and Arnold 2000","Palearctic","Diurnal","air",NA,22,35.3,"#DIV/0!",31.04536199,25.10548078,10.48,19.43,113.13,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Lacertoidea",1.02403413
"143","Gekkonidae","Stenodactylus_sthenodactylus","yes","Pyron and Burbrink 2014","Metallinou et al. 2013 (including Stenodactylus mauritanicus)","Palearctic","Nocturnal","air",9.5,NA,21.4,"#DIV/0!",21.64041378,14.77309517,10.4,24.38,110.94,"Deserts & Xeric Shrublands","no","mixed","Sauria","Gekkota",0.667475602
"144","Agamidae","Trapelus_savignii","yes","Pyron and Burbrink 2014","Wagner et al. 2011, Melville et al. 2009","Palearctic","Diurnal","air",9,NA,35.925,"#DIV/0!",30.54346791,33.33334127,10.52,19.84,99.7,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.803155371
"145","Scincidae","Chalcides_sepsoides","yes","Pyron and Burbrink 2014","Carranza et al. 2008","Palearctic","Cathemeral","earth",10,NA,26.6,"#DIV/0!",28.90950869,25.68541146,10.36,20.51,78.04,"Deserts & Xeric Shrublands","no",NA,"Sauria","Scincoidea",0.894275691
"146","Gekkonidae","Stenodactylus_petrii","yes","Pyron and Burbrink 2014","Fujita and Papenfuss 2011","Palearctic","Nocturnal","air",NA,NA,20.6,"#DIV/0!",23.0011282,14.74514108,10.39,24.08,98.52,"Deserts & Xeric Shrublands","no","mixed","Sauria","Gekkota",0.869324301
"147","Agamidae","Trapelus_mutabilis","yes","Pyron and Burbrink 2014","Wagner et al. 2011","Palearctic","Diurnal","air",NA,NA,35.75,"#DIV/0!",23.45125578,12.35244712,10.36,23.38,75.65,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.507720313
"148","Scincidae","Trachylepis_brevicollis","yes","Pyron and Burbrink 2014","Sindaco et al. 2012","Afrotropic","Cathemeral","air",NA,NA,34.1,"34.8",10.61408993,40.56939113,10.94,24.68,391.72,"Deserts & Xeric Shrublands","no","mixed","Sauria","Scincoidea",2.157274919
"149","Gekkonidae","Hemidactylus_flaviviridis","yes","Pyron and Burbrink 2014","Carranza and Arnold 2006","Oriental","Cathemeral","air",NA,10,27.2,"#DIV/0!",23.63901479,72.97720549,11.03,25.08,900.24,"Deserts & Xeric Shrublands","no","Active","Sauria","Gekkota",1.218494874
"150","Trogonophiidae","Diplometopon_zarudnyi","yes","Pyron and Burbrink 2014","Longrich et al. 2015","Palearctic","Nocturnal","earth",NA,NA,31.5,"26.4",25.78676914,45.93506708,10.33,24.35,123.03,"Deserts & Xeric Shrublands","no",NA,"Amphisbaenia","Amphisbaenia (Lacertoidea)",0.814286397
"151","Gekkonidae","Stenodactylus_doriae","yes","Pyron and Burbrink 2014","Metallinou et al. 2013","Palearctic","Nocturnal","air",NA,8,23.2,"#DIV/0!",23.6708842,46.33336926,10.37,23.85,100.63,"Deserts & Xeric Shrublands","no","mixed","Sauria","Gekkota",1.056574613
"152","Agamidae","Trapelus_ruderatus","yes","Pyron and Burbrink 2014","Schulte and Moreno-Roark 2010","Palearctic","Diurnal","air",8,24,37.8,"#DIV/0!",32.45661215,44.13922483,10.67,16.7,277.94,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.928686351
"153","Scincidae","Eumeces_schneideri","yes","Pyron and Burbrink 2014","Perera et al. 2012","Palearctic","Diurnal","air",7.5,33,33.1,"#DIV/0!",34.20265233,50.23290454,10.7,15.76,308.69,"Deserts & Xeric Shrublands","no","Active","Sauria","Scincoidea",2.203257297
"154","Agamidae","Phrynocephalus_maculatus","yes","Solovyeva et al. 2014","no","Palearctic","Diurnal","air",8.75,NA,38.8,"#DIV/0!",26.8841514,55.00692469,10.32,20.78,105.32,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.396823523
"155","Gekkonidae","Bunopus_tuberculatus","yes","Pyron and Burbrink 2014","Gamble et al. 2012 (genus)","Palearctic","Cathemeral","air",11.5,NA,30,"#DIV/0!",28.10278912,51.21818703,10.4,20.95,133.56,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Gekkota",0.706793455
"156","Agamidae","Laudakia_nupta","yes","Pyron and Burbrink 2014","Schulte and Moreno-Roark 2010, Solovyeva et al. 2014","Palearctic","Diurnal","air",NA,NA,27.2,"#DIV/0!",32.14999898,61.33277014,10.68,15.07,263.19,"Deserts & Xeric Shrublands","no","Active","Sauria","Acrodontia",2.255315828
"158","Agamidae","Saara_loricata","yes","Pyron and Burbrink 2014","Wilms et al. 2009","Palearctic","Diurnal","air",NA,NA,43.2,"#DIV/0!",31.616101,48.09362239,10.69,21.79,260.74,"Deserts & Xeric Shrublands","no",NA,"Sauria","Acrodontia",2.959745783
"159","Agamidae","Trapelus_agilis","yes","Pyron and Burbrink 2014","Wagner et al. 2011","Palearctic","Diurnal","air",10,NA,38,"#DIV/0!",35.11634788,64.37040999,10.6,15.34,229.68,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.724142057
"160","Agamidae","Trapelus_agnetae","yes","Wagner et al. 2011","Wagner et al. 2011","Palearctic","Diurnal","air",12,NA,36.2,"#DIV/0!",28.58704534,42.19291364,10.38,21.76,118.42,"Deserts & Xeric Shrublands","no",NA,"Sauria","Acrodontia",1.433370052
"161","Lacertidae","Acanthodactylus_beershebensis","yes","Pyron and Burbrink 2014","no","Palearctic","Diurnal","air",9.5,12,33.3,"34.9",31.17898922,34.89978893,10.69,19.67,209.39,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.223969645
"162","Agamidae","Phrynocephalus_mystaceus","yes","Pyron and Burbrink 2014","Jin and Brown 2013, Solovyeva et al. 2014","Palearctic","Diurnal","air",6.25,24,32.3,"#DIV/0!",43.54981315,61.3237108,10.54,10.52,222.11,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.799862367
"163","Opluridae","Oplurus_quadrimaculatus","yes","Pyron and Burbrink 2014","Munchenberg et al. 2008, Chan et al. 2012","Madagascar","Diurnal","air",NA,NA,33.1,"#DIV/0!",-23.31420767,45.96408555,11.62,21.45,1003.48,"Deserts & Xeric Shrublands","yes",NA,"Sauria","Pleurodonta",2.076789929
"164","Opluridae","Oplurus_saxicola","yes","Pyron and Burbrink 2014","Munchenberg et al. 2008, Chan et al. 2012","Madagascar","Diurnal","air",NA,NA,35.9,"#DIV/0!",-24.2794598,45.38410726,11.5,22.98,686.37,"Deserts & Xeric Shrublands","yes",NA,"Sauria","Pleurodonta",1.588460402
"165","Phyllodactylidae","Tarentola_chazaliae","yes","Pyron and Burbrink 2014","Gamble et al. 2008, Carranza et al. 2002","Palearctic","Nocturnal","air",NA,10.5,22,"#DIV/0!",26.14319733,-13.1882607,10.37,20.27,69.68,"Deserts & Xeric Shrublands","no","Active","Sauria","Gekkota",1.022887415
"166","Anguidae","Elgaria_paucicarinata","yes","Pyron and Burbrink 2014","Conroy et al. 2005","Neotropic","Diurnal","air",NA,NA,25.4,"25.8",23.53504111,-109.9252897,11.06,22.09,312.65,"Deserts & Xeric Shrublands","no","Active","Sauria","Diploglossa",1.470550736
"167","Xantusiidae","Xantusia_extorris","yes","Noonan et al. 2013","Noonan et al. 2013 (also for Xantusia gilberti and Xantusia extorris)","Nearctic","Nocturnal","air",NA,NA,30.2,"28.3",25.3532967,-103.6573933,11.13,20.56,277.67,"Deserts & Xeric Shrublands","no",NA,"Sauria","Scincoidea",0.182811853
"170","Phrynosomatidae","Uta_stansburiana","yes","Pyron and Burbrink 2014","Bonine et al. 2005","Nearctic","Diurnal","air",10.5,10.5,36,"34.3",34.87045195,-111.3754389,11,13.95,314.31,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.195135671
"171","Phrynosomatidae","Phrynosoma_goodei","yes","Leache & McGuire 2006, De Oca et al. 2014, Leache and Linkem 2015","De Oca et al. 2014","Nearctic","Diurnal","air",7,NA,38.1,"34.9",31.98115176,-112.7502713,10.79,20.92,201.26,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",1.376507198
"172","Phrynosomatidae","Sceloporus_clarkii","yes","Pyron and Burbrink 2014","Leache 2010","Nearctic","Diurnal","air",6.5,22,33.85,"35",29.47507004,-109.204638,11.23,18.06,546.6,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.922936391
"173","Iguanidae","Sauromalus_ater","yes","Pyron and Burbrink 2014","Wiens & Hollingsworth 2000, Petren and Case 1997, Petren and Case 2002","Nearctic","Diurnal","air",4,54,37.1,"36.655",33.53534232,-113.8256103,10.83,17.21,221.88,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",2.709782365
"175","Phrynosomatidae","Callisaurus_draconoides","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",7,16.5,39.3,"38.1",32.93916125,-113.7665478,10.92,17.14,270.85,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.599190735
"176","Phrynosomatidae","Uma_paraphygas","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",NA,4.45,37.25,"#DIV/0!",26.79968156,-103.61127,10.79,19.25,317.44,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",1.363517048
"177","Phrynosomatidae","Uma_exsul","yes","Pyron and Burbrink 2014","Schulte and Moreno-Roark 2010","Nearctic","Diurnal","air",NA,9.5,36.9,"#DIV/0!",25.71710339,-102.008266,10.94,19.94,292.68,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.499
"178","Teiidae","Aspidoscelis_tigris","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Nearctic","Diurnal","air",6.5,20.5,39.2,"#DIV/0!",34.31244579,-111.8579455,10.99,14.51,314.29,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.898200964
"179","Teiidae","Aspidoscelis_scalaris","yes","Reeder et al. 2002","Reeder et al. 2002","Nearctic","Diurnal","air",NA,10,37.6,"#DIV/0!",27.45900966,-104.2756574,11.06,18.11,386.32,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.77439014
"180","Teiidae","Aspidoscelis_inornata","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Nearctic","Diurnal","air",6.5,16,39.1,"#DIV/0!",29.18406944,-104.1991026,11,16.73,340.08,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.269290183
"181","Teiidae","Aspidoscelis_hyperythra","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Nearctic","Diurnal","air",NA,11.5,39.2,"#DIV/0!",28.2785311,-113.6699813,10.92,19.57,201.54,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.033050684
"182","Phrynosomatidae","Phrynosoma_coronatum","yes","Pyron and Burbrink 2014","Leache & McGuire 2006, De Oca et al. 2014, Leache and Linkem 2015","Nearctic","Diurnal","air",NA,30,35.45,"#DIV/0!",32.60102964,-117.0206323,11.17,17.07,350.07,"Deserts & Xeric Shrublands","no","mixed","Sauria","Pleurodonta",1.651334287
"183","Phrynosomatidae","Sceloporus_serrifer","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",NA,35.9,31,"#DIV/0!",23.39666572,-96.7028483,11.54,22.3,987.39,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.954790612
"184","Iguanidae","Ctenosaura_hemilopha","yes","Pyron and Burbrink 2014","no","Nearctic","Diurnal","air",NA,36,37.1,"#DIV/0!",24.10782201,-110.3433099,11.05,22.33,312.58,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",3.435322294
"185","Bipedidae","Bipes_biporus","yes","Pyron and Burbrink 2014","Townsend et al. 2004, Macey et al. 2004, Longrich et al. 2015","Nearctic","Diurnal","earth",12,45,27.55,"#DIV/0!",26.11426559,-112.5247056,10.77,21.17,129.34,"Deserts & Xeric Shrublands","no",NA,"Amphisbaenia","Amphisbaenia (Lacertoidea)",1.146961684
"186","Teiidae","Aspidoscelis_burti","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Nearctic","Diurnal","air",6,NA,39.5,"#DIV/0!",29.55857729,-110.2446631,11.13,20.58,430.47,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",1.927458191
"187","Phrynosomatidae","Urosaurus_nigricaudus","yes","Pyron and Burbrink 2014","Feldman et al. 2011","Nearctic","Diurnal","air",9.5,NA,34.85,"#DIV/0!",27.9168145,-113.3040528,10.89,19.75,188.69,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",1.005301632
"189","Iguanidae","Sauromalus_varius","yes","Pyron and Burbrink 2014","Wiens & Hollingsworth 2000, Petren and Case 1997, Petren and Case 2002","Nearctic","Diurnal","air",12,NA,36,"#DIV/0!",28.45483208,-112.3652572,10.82,22.08,188.75,"Deserts & Xeric Shrublands","yes",NA,"Sauria","Pleurodonta",3.217940433
"190","Phrynosomatidae","Sceloporus_spinosus","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",NA,NA,33.5,"#DIV/0!",20.81478152,-100.0880643,11.53,17.33,706.62,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",1.767691949
"191","Phrynosomatidae","Sceloporus_grandaevus","yes","Pyron and Burbrink 2014","Wiens et al. 2010","Nearctic","Diurnal","air",NA,NA,35.675,"#DIV/0!",24.1610328,-109.8701576,10.64,23.24,252.67,"Deserts & Xeric Shrublands","yes",NA,"Sauria","Pleurodonta",1.254014396
"192","Crotaphytidae","Crotaphytus_dickersonae","yes","McGuire et al. 2007","McGuire et al. 2007","Nearctic","Diurnal","air",NA,NA,36.9,"#DIV/0!",29.1049872,-112.2776447,10.8,22.58,150.56,"Deserts & Xeric Shrublands","no",NA,"Sauria","Pleurodonta",1.711134585
"194","Teiidae","Aspidoscelis_ceralbensis","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Nearctic","Diurnal","air",NA,NA,40.35,"#DIV/0!",24.23755505,-109.8661489,10.6,23.28,253,"Deserts & Xeric Shrublands","yes",NA,"Sauria","Lacertoidea",1.403720412
"196","Gekkonidae","Chondrodactylus_bibronii","yes","Pyron and Burbrink 2014","Lamb and Bauer 2006, Gamble et al. 2012 (genus)","Afrotropic","Nocturnal","air",NA,NA,29.815,"#DIV/0!",-29.34976136,21.26743596,10.93,17.28,271.31,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Gekkota",1.28
"200","Gekkonidae","Rhoptropus_afer","yes","Pyron and Burbrink 2014","Lamb and Bauer 2006,Gamble et al. 2012 (genus)","Afrotropic","Diurnal","air",NA,NA,31.5375,"#DIV/0!",-20.15530248,13.72361063,10.4,19.35,71.87,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Gekkota",0.563141386
"201","Agamidae","Agama_anchietae","yes","Pyron and Burbrink 2014","Goncalves et al. 2012","Afrotropic","Diurnal","air",NA,NA,34.8,"#DIV/0!",-22.55827601,18.06987344,11.01,19.61,364.53,"Deserts & Xeric Shrublands","no",NA,"Sauria","Acrodontia",1.977727551
"202","Agamidae","Agama_hispida","yes","Leache et al. 2014","Goncalves et al. 2012","Afrotropic","Diurnal","air",NA,NA,36.355,"#DIV/0!",-31.13535619,19.60824097,10.89,16.42,219.44,"Deserts & Xeric Shrublands","no","Sit&wait","Sauria","Acrodontia",1.918660399
"203","Chamaeleonidae","Chamaeleo_namaquensis","yes","Pyron and Burbrink 2014","Townsend & Larson 2002","Afrotropic","Diurnal","air",NA,5,31.45,"29.3",-24.90351836,17.25404411,10.83,18.39,224.86,"Deserts & Xeric Shrublands","no","Active","Sauria","Acrodontia",1.910041554
"204","Lacertidae","Meroles_cuneirostris","yes","Pyron and Burbrink 2014","Edwards et al. 2013","Afrotropic","Diurnal","air",12,7,33.6,"#DIV/0!",-25.62010434,15.78844573,10.56,16.6,79.47,"Deserts & Xeric Shrublands","no","Active","Sauria","Lacertoidea",0.660876009
"206","Gekkonidae","Pachydactylus_rangei","yes","Pyron and Burbrink 2014","Lamb and Bauer 2006","Afrotropic","Nocturnal","air",NA,12,14.95,"#DIV/0!",-22.94311686,14.70361084,10.52,18.11,78.15,"Deserts & Xeric Shrublands","no",NA,"Sauria","Gekkota",1.012431454
